timestamp,service,cloud,region,asn,cloud_status,network_status,latency,failure
2026-03-31 23:23:17.959962,search,GCP,us-west-2,AS8075,degraded,stable,165,0
2026-03-31 23:23:18.959962,media,AWS,us-central1,AS16509,degraded,unstable,71,0
2026-03-31 23:23:19.959962,orders,GCP,us-east-1,AS8075,operational,unstable,86,0
2026-03-31 23:23:20.959962,analytics,AWS,us-east-1,AS16509,degraded,down,493,1
2026-03-31 23:23:21.959962,payments,AWS,us-west-2,AS16509,degraded,unstable,479,1
2026-03-31 23:23:22.959962,search,AWS,us-east-1,AS8075,operational,unstable,359,0
2026-03-31 23:23:23.959962,auth,Azure,us-central1,AS16509,down,unstable,485,1
2026-03-31 23:23:24.959962,payments,Azure,us-east-1,AS16509,down,stable,197,1
2026-03-31 23:23:25.959962,analytics,GCP,us-east-1,AS8075,down,down,492,1
2026-03-31 23:23:26.959962,search,AWS,us-central1,AS16509,degraded,stable,403,1
2026-03-31 23:23:27.959962,search,GCP,us-west-2,AS16509,down,down,167,1
2026-03-31 23:23:28.959962,orders,Azure,us-east-1,AS16509,down,down,380,1
2026-03-31 23:23:29.959962,media,GCP,us-east-1,AS8075,operational,unstable,492,1
2026-03-31 23:23:30.959962,search,AWS,us-east-1,AS16509,degraded,stable,343,0
2026-03-31 23:23:31.959962,media,GCP,eastus,AS15169,degraded,unstable,134,0
2026-03-31 23:23:32.959962,analytics,Azure,us-central1,AS15169,operational,unstable,300,0
2026-03-31 23:23:33.959962,payments,AWS,eastus,AS8075,down,unstable,355,1
2026-03-31 23:23:34.959962,media,GCP,us-west-2,AS16509,degraded,unstable,171,0
2026-03-31 23:23:35.959962,search,GCP,us-west-2,AS15169,down,stable,456,1
2026-03-31 23:23:36.959962,search,GCP,us-east-1,AS16509,down,stable,439,1
2026-03-31 23:23:37.959962,analytics,GCP,us-east-1,AS16509,operational,unstable,447,1
2026-03-31 23:23:38.959962,payments,Azure,us-central1,AS8075,operational,unstable,198,0
2026-03-31 23:23:39.959962,auth,AWS,us-central1,AS15169,operational,unstable,214,0
2026-03-31 23:23:40.959962,media,GCP,us-east-1,AS16509,down,unstable,154,1
2026-03-31 23:23:41.959962,search,GCP,eastus,AS15169,operational,down,111,1
2026-03-31 23:23:42.959962,payments,Azure,us-west-2,AS15169,down,unstable,214,1
2026-03-31 23:23:43.959962,analytics,GCP,us-east-1,AS16509,operational,stable,68,0
2026-03-31 23:23:44.959962,analytics,GCP,eastus,AS16509,operational,unstable,352,0
2026-03-31 23:23:45.959962,analytics,GCP,us-west-2,AS8075,degraded,stable,99,0
2026-03-31 23:23:46.959962,search,GCP,us-west-2,AS16509,degraded,unstable,500,1
2026-03-31 23:23:47.959962,auth,AWS,eastus,AS15169,down,down,224,1
2026-03-31 23:23:48.959962,analytics,GCP,us-central1,AS15169,operational,unstable,305,0
2026-03-31 23:23:49.959962,media,Azure,eastus,AS15169,operational,stable,264,0
2026-03-31 23:23:50.959962,analytics,GCP,us-west-2,AS15169,operational,unstable,186,0
2026-03-31 23:23:51.959962,search,GCP,eastus,AS16509,operational,stable,402,1
2026-03-31 23:23:52.959962,analytics,Azure,us-central1,AS15169,operational,down,288,1
2026-03-31 23:23:53.959962,media,Azure,eastus,AS8075,degraded,stable,310,0
2026-03-31 23:23:54.959962,media,Azure,us-east-1,AS16509,operational,stable,84,0
2026-03-31 23:23:55.959962,media,AWS,us-central1,AS15169,degraded,down,117,1
2026-03-31 23:23:56.959962,payments,AWS,us-west-2,AS15169,operational,stable,165,0
2026-03-31 23:23:57.959962,payments,GCP,us-west-2,AS16509,operational,unstable,477,1
2026-03-31 23:23:58.959962,orders,GCP,us-central1,AS16509,degraded,unstable,162,0
2026-03-31 23:23:59.959962,payments,GCP,us-central1,AS15169,down,unstable,427,1
2026-03-31 23:24:00.959962,search,AWS,eastus,AS8075,down,stable,118,1
2026-03-31 23:24:01.959962,auth,AWS,us-east-1,AS8075,down,down,148,1
2026-03-31 23:24:02.959962,media,Azure,eastus,AS16509,operational,stable,354,0
2026-03-31 23:24:03.959962,orders,AWS,eastus,AS8075,down,down,309,1
2026-03-31 23:24:04.959962,orders,GCP,us-central1,AS15169,operational,unstable,402,1
2026-03-31 23:24:05.959962,auth,GCP,eastus,AS15169,operational,stable,121,0
2026-03-31 23:24:06.959962,orders,GCP,eastus,AS16509,operational,unstable,419,1
2026-03-31 23:24:07.959962,auth,GCP,us-central1,AS16509,degraded,unstable,128,0
2026-03-31 23:24:08.959962,orders,Azure,eastus,AS8075,degraded,down,74,1
2026-03-31 23:24:09.959962,search,GCP,eastus,AS15169,degraded,unstable,316,0
2026-03-31 23:24:10.959962,orders,GCP,eastus,AS15169,degraded,down,495,1
2026-03-31 23:24:11.959962,orders,AWS,us-central1,AS15169,down,down,182,1
2026-03-31 23:24:12.959962,payments,AWS,us-central1,AS8075,down,unstable,187,1
2026-03-31 23:24:13.959962,analytics,GCP,us-west-2,AS15169,operational,unstable,350,0
2026-03-31 23:24:14.959962,media,GCP,us-east-1,AS15169,down,stable,62,1
2026-03-31 23:24:15.959962,search,Azure,eastus,AS16509,degraded,stable,94,0
2026-03-31 23:24:16.959962,payments,GCP,us-east-1,AS8075,operational,down,327,1
2026-03-31 23:24:17.959962,media,AWS,eastus,AS8075,down,down,207,1
2026-03-31 23:24:18.959962,payments,Azure,us-east-1,AS8075,degraded,stable,378,0
2026-03-31 23:24:19.959962,orders,GCP,eastus,AS15169,operational,down,367,1
2026-03-31 23:24:20.959962,payments,Azure,us-central1,AS8075,degraded,stable,489,1
2026-03-31 23:24:21.959962,search,GCP,eastus,AS8075,degraded,stable,433,1
2026-03-31 23:24:22.959962,auth,GCP,eastus,AS8075,operational,unstable,82,0
2026-03-31 23:24:23.959962,search,Azure,us-central1,AS15169,down,stable,426,1
2026-03-31 23:24:24.959962,auth,Azure,eastus,AS15169,degraded,unstable,496,1
2026-03-31 23:24:25.959962,auth,GCP,us-east-1,AS16509,degraded,unstable,273,0
2026-03-31 23:24:26.959962,payments,GCP,us-east-1,AS8075,degraded,unstable,293,0
2026-03-31 23:24:27.959962,orders,Azure,us-west-2,AS15169,down,stable,110,1
2026-03-31 23:24:28.959962,auth,Azure,eastus,AS15169,operational,unstable,351,0
2026-03-31 23:24:29.959962,payments,AWS,us-central1,AS8075,degraded,stable,326,0
2026-03-31 23:24:30.959962,analytics,Azure,eastus,AS8075,down,unstable,164,1
2026-03-31 23:24:31.959962,media,AWS,us-west-2,AS16509,down,down,104,1
2026-03-31 23:24:32.959962,orders,Azure,us-west-2,AS8075,operational,stable,240,0
2026-03-31 23:24:33.959962,orders,Azure,us-central1,AS8075,operational,unstable,447,1
2026-03-31 23:24:34.959962,analytics,Azure,us-central1,AS8075,down,unstable,356,1
2026-03-31 23:24:35.959962,orders,AWS,eastus,AS16509,operational,down,460,1
2026-03-31 23:24:36.959962,orders,Azure,eastus,AS15169,down,down,235,1
2026-03-31 23:24:37.959962,auth,Azure,us-central1,AS8075,operational,stable,86,0
2026-03-31 23:24:38.959962,orders,GCP,us-west-2,AS15169,degraded,unstable,201,0
2026-03-31 23:24:39.959962,analytics,GCP,eastus,AS8075,down,unstable,132,1
2026-03-31 23:24:40.959962,orders,GCP,eastus,AS8075,operational,stable,278,0
2026-03-31 23:24:41.959962,search,AWS,us-west-2,AS16509,down,down,302,1
2026-03-31 23:24:42.959962,analytics,GCP,us-east-1,AS8075,operational,down,465,1
2026-03-31 23:24:43.959962,orders,GCP,us-west-2,AS15169,down,stable,52,1
2026-03-31 23:24:44.959962,auth,AWS,us-east-1,AS15169,down,unstable,313,1
2026-03-31 23:24:45.959962,analytics,AWS,us-west-2,AS8075,down,stable,324,1
2026-03-31 23:24:46.959962,auth,GCP,eastus,AS8075,operational,down,96,1
2026-03-31 23:24:47.959962,orders,GCP,us-east-1,AS8075,down,unstable,255,1
2026-03-31 23:24:48.959962,orders,AWS,us-east-1,AS8075,degraded,unstable,116,0
2026-03-31 23:24:49.959962,orders,GCP,us-west-2,AS15169,down,stable,55,1
2026-03-31 23:24:50.959962,media,Azure,us-central1,AS16509,operational,down,363,1
2026-03-31 23:24:51.959962,search,AWS,us-west-2,AS15169,operational,unstable,119,0
2026-03-31 23:24:52.959962,orders,Azure,eastus,AS8075,degraded,unstable,251,0
2026-03-31 23:24:53.959962,search,AWS,us-east-1,AS16509,operational,unstable,227,0
2026-03-31 23:24:54.959962,media,GCP,us-west-2,AS16509,degraded,stable,350,0
2026-03-31 23:24:55.959962,media,Azure,us-east-1,AS8075,degraded,down,150,1
2026-03-31 23:24:56.959962,media,Azure,us-central1,AS16509,degraded,down,302,1
2026-03-31 23:24:57.959962,search,GCP,us-west-2,AS8075,operational,down,262,1
2026-03-31 23:24:58.959962,media,Azure,us-central1,AS15169,operational,down,456,1
2026-03-31 23:24:59.959962,analytics,GCP,us-east-1,AS15169,down,unstable,432,1
2026-03-31 23:25:00.959962,auth,Azure,us-west-2,AS15169,operational,down,68,1
2026-03-31 23:25:01.959962,analytics,Azure,us-west-2,AS8075,down,stable,283,1
2026-03-31 23:25:02.959962,media,GCP,us-east-1,AS16509,degraded,stable,57,0
2026-03-31 23:25:03.959962,payments,GCP,eastus,AS15169,down,stable,293,1
2026-03-31 23:25:04.959962,analytics,AWS,us-east-1,AS16509,down,unstable,411,1
2026-03-31 23:25:05.959962,analytics,GCP,us-central1,AS15169,degraded,stable,442,1
2026-03-31 23:25:06.959962,analytics,Azure,us-central1,AS15169,operational,stable,424,1
2026-03-31 23:25:07.959962,media,Azure,eastus,AS16509,down,down,225,1
2026-03-31 23:25:08.959962,auth,AWS,eastus,AS8075,degraded,unstable,80,0
2026-03-31 23:25:09.959962,payments,AWS,eastus,AS8075,degraded,unstable,135,0
2026-03-31 23:25:10.959962,media,GCP,eastus,AS8075,degraded,unstable,308,0
2026-03-31 23:25:11.959962,analytics,Azure,us-west-2,AS8075,operational,down,306,1
2026-03-31 23:25:12.959962,media,AWS,us-central1,AS15169,operational,down,341,1
2026-03-31 23:25:13.959962,analytics,AWS,eastus,AS16509,degraded,stable,116,0
2026-03-31 23:25:14.959962,search,Azure,us-central1,AS8075,down,unstable,220,1
2026-03-31 23:25:15.959962,auth,GCP,us-east-1,AS8075,down,stable,356,1
2026-03-31 23:25:16.959962,orders,AWS,us-west-2,AS15169,degraded,unstable,94,0
2026-03-31 23:25:17.959962,orders,GCP,eastus,AS15169,down,stable,343,1
2026-03-31 23:25:18.959962,auth,AWS,us-central1,AS15169,degraded,stable,415,1
2026-03-31 23:25:19.959962,payments,AWS,us-east-1,AS16509,degraded,stable,395,0
2026-03-31 23:25:20.959962,analytics,AWS,us-central1,AS16509,degraded,stable,350,0
2026-03-31 23:25:21.959962,media,AWS,us-central1,AS16509,operational,stable,88,0
2026-03-31 23:25:22.959962,analytics,GCP,us-west-2,AS16509,degraded,down,496,1
2026-03-31 23:25:23.959962,auth,GCP,us-central1,AS16509,degraded,down,300,1
2026-03-31 23:25:24.959962,orders,Azure,us-central1,AS15169,operational,unstable,479,1
2026-03-31 23:25:25.959962,payments,Azure,eastus,AS8075,operational,down,262,1
2026-03-31 23:25:26.959962,orders,Azure,us-west-2,AS15169,operational,stable,122,0
2026-03-31 23:25:27.959962,media,AWS,eastus,AS8075,operational,stable,494,1
2026-03-31 23:25:28.959962,payments,GCP,us-central1,AS15169,degraded,down,244,1
2026-03-31 23:25:29.959962,analytics,AWS,us-west-2,AS15169,operational,down,242,1
2026-03-31 23:25:30.959962,search,GCP,us-central1,AS15169,operational,stable,460,1
2026-03-31 23:25:31.959962,media,Azure,us-west-2,AS8075,down,unstable,223,1
2026-03-31 23:25:32.959962,auth,GCP,us-central1,AS8075,down,unstable,229,1
2026-03-31 23:25:33.959962,analytics,Azure,us-east-1,AS15169,degraded,stable,107,0
2026-03-31 23:25:34.959962,auth,GCP,us-central1,AS15169,degraded,down,128,1
2026-03-31 23:25:35.959962,payments,GCP,eastus,AS8075,degraded,unstable,464,1
2026-03-31 23:25:36.959962,orders,AWS,us-west-2,AS16509,down,stable,183,1
2026-03-31 23:25:37.959962,analytics,GCP,eastus,AS15169,degraded,down,62,1
2026-03-31 23:25:38.959962,orders,GCP,eastus,AS15169,down,down,216,1
2026-03-31 23:25:39.959962,payments,Azure,us-east-1,AS15169,down,down,451,1
2026-03-31 23:25:40.959962,media,GCP,eastus,AS16509,operational,down,471,1
2026-03-31 23:25:41.959962,search,GCP,us-east-1,AS16509,degraded,down,242,1
2026-03-31 23:25:42.959962,analytics,Azure,us-central1,AS16509,down,down,407,1
2026-03-31 23:25:43.959962,media,GCP,eastus,AS15169,degraded,unstable,219,0
2026-03-31 23:25:44.959962,search,Azure,us-east-1,AS16509,operational,unstable,331,0
2026-03-31 23:25:45.959962,search,Azure,us-east-1,AS8075,operational,stable,413,1
2026-03-31 23:25:46.959962,auth,AWS,us-west-2,AS16509,operational,unstable,482,1
2026-03-31 23:25:47.959962,orders,Azure,us-west-2,AS15169,down,stable,243,1
2026-03-31 23:25:48.959962,orders,AWS,eastus,AS16509,down,stable,105,1
2026-03-31 23:25:49.959962,analytics,Azure,us-west-2,AS8075,down,stable,302,1
2026-03-31 23:25:50.959962,payments,GCP,us-central1,AS16509,down,stable,282,1
2026-03-31 23:25:51.959962,auth,GCP,us-west-2,AS16509,down,unstable,487,1
2026-03-31 23:25:52.959962,orders,Azure,us-east-1,AS15169,operational,unstable,223,0
2026-03-31 23:25:53.959962,payments,GCP,us-east-1,AS8075,degraded,unstable,135,0
2026-03-31 23:25:54.959962,payments,GCP,us-east-1,AS15169,operational,stable,466,1
2026-03-31 23:25:55.959962,auth,Azure,us-west-2,AS8075,down,unstable,352,1
2026-03-31 23:25:56.959962,search,Azure,us-east-1,AS8075,down,unstable,241,1
2026-03-31 23:25:57.959962,search,AWS,us-east-1,AS8075,operational,unstable,382,0
2026-03-31 23:25:58.959962,analytics,Azure,us-central1,AS16509,operational,stable,169,0
2026-03-31 23:25:59.959962,payments,Azure,eastus,AS15169,operational,down,60,1
2026-03-31 23:26:00.959962,search,Azure,us-central1,AS16509,down,down,440,1
2026-03-31 23:26:01.959962,payments,AWS,us-central1,AS15169,degraded,down,165,1
2026-03-31 23:26:02.959962,media,Azure,us-west-2,AS15169,down,stable,201,1
2026-03-31 23:26:03.959962,media,Azure,us-central1,AS16509,down,down,403,1
2026-03-31 23:26:04.959962,payments,AWS,us-west-2,AS15169,operational,unstable,122,0
2026-03-31 23:26:05.959962,auth,AWS,eastus,AS8075,degraded,unstable,491,1
2026-03-31 23:26:06.959962,payments,Azure,us-central1,AS15169,degraded,stable,60,0
2026-03-31 23:26:07.959962,orders,GCP,us-west-2,AS15169,degraded,unstable,266,0
2026-03-31 23:26:08.959962,auth,AWS,us-east-1,AS8075,operational,down,143,1
2026-03-31 23:26:09.959962,media,Azure,eastus,AS8075,down,down,257,1
2026-03-31 23:26:10.959962,search,GCP,us-central1,AS15169,operational,unstable,407,1
2026-03-31 23:26:11.959962,media,Azure,us-central1,AS16509,operational,stable,319,0
2026-03-31 23:26:12.959962,analytics,AWS,eastus,AS16509,degraded,stable,498,1
2026-03-31 23:26:13.959962,search,AWS,us-west-2,AS16509,operational,unstable,281,0
2026-03-31 23:26:14.959962,payments,Azure,us-west-2,AS8075,degraded,stable,158,0
2026-03-31 23:26:15.959962,payments,AWS,us-west-2,AS8075,operational,down,212,1
2026-03-31 23:26:16.959962,payments,Azure,us-east-1,AS16509,operational,stable,377,0
2026-03-31 23:26:17.959962,search,Azure,eastus,AS8075,down,unstable,343,1
2026-03-31 23:26:18.959962,search,Azure,us-east-1,AS16509,down,stable,484,1
2026-03-31 23:26:19.959962,media,AWS,eastus,AS15169,operational,down,288,1
2026-03-31 23:26:20.959962,media,AWS,us-east-1,AS16509,operational,stable,267,0
2026-03-31 23:26:21.959962,search,AWS,us-east-1,AS15169,operational,unstable,337,0
2026-03-31 23:26:22.959962,search,GCP,eastus,AS8075,degraded,down,445,1
2026-03-31 23:26:23.959962,search,GCP,us-east-1,AS16509,operational,unstable,417,1
2026-03-31 23:26:24.959962,auth,AWS,us-east-1,AS15169,degraded,stable,86,0
2026-03-31 23:26:25.959962,payments,GCP,us-central1,AS16509,degraded,stable,472,1
2026-03-31 23:26:26.959962,media,GCP,us-west-2,AS16509,degraded,unstable,157,0
2026-03-31 23:26:27.959962,search,GCP,us-west-2,AS8075,operational,down,124,1
2026-03-31 23:26:28.959962,auth,GCP,eastus,AS15169,degraded,unstable,443,1
2026-03-31 23:26:29.959962,media,AWS,us-central1,AS8075,operational,down,373,1
2026-03-31 23:26:30.959962,analytics,Azure,us-east-1,AS16509,degraded,unstable,429,1
2026-03-31 23:26:31.959962,orders,AWS,us-east-1,AS16509,down,stable,452,1
2026-03-31 23:26:32.959962,analytics,AWS,us-central1,AS8075,down,unstable,288,1
2026-03-31 23:26:33.959962,orders,Azure,us-west-2,AS8075,operational,unstable,268,0
2026-03-31 23:26:34.959962,media,GCP,us-west-2,AS16509,down,down,457,1
2026-03-31 23:26:35.959962,search,AWS,eastus,AS15169,down,down,480,1
2026-03-31 23:26:36.959962,analytics,Azure,us-west-2,AS8075,down,unstable,164,1
2026-03-31 23:26:37.959962,auth,GCP,us-west-2,AS15169,degraded,stable,95,0
2026-03-31 23:26:38.959962,orders,Azure,eastus,AS15169,down,down,200,1
2026-03-31 23:26:39.959962,analytics,Azure,eastus,AS8075,operational,unstable,178,0
2026-03-31 23:26:40.959962,auth,AWS,us-east-1,AS15169,operational,stable,298,0
2026-03-31 23:26:41.959962,orders,Azure,eastus,AS15169,operational,down,440,1
2026-03-31 23:26:42.959962,search,AWS,us-east-1,AS15169,operational,down,362,1
2026-03-31 23:26:43.959962,analytics,GCP,us-east-1,AS15169,operational,unstable,237,0
2026-03-31 23:26:44.959962,payments,AWS,eastus,AS15169,degraded,stable,115,0
2026-03-31 23:26:45.959962,search,AWS,us-west-2,AS16509,down,unstable,263,1
2026-03-31 23:26:46.959962,orders,Azure,us-west-2,AS16509,operational,unstable,73,0
2026-03-31 23:26:47.959962,auth,Azure,us-east-1,AS16509,operational,unstable,484,1
2026-03-31 23:26:48.959962,auth,AWS,eastus,AS15169,degraded,stable,202,0
2026-03-31 23:26:49.959962,analytics,AWS,us-central1,AS8075,down,stable,342,1
2026-03-31 23:26:50.959962,payments,AWS,us-west-2,AS15169,operational,down,465,1
2026-03-31 23:26:51.959962,orders,GCP,eastus,AS16509,down,unstable,260,1
2026-03-31 23:26:52.959962,search,AWS,us-west-2,AS15169,operational,unstable,77,0
2026-03-31 23:26:53.959962,auth,Azure,us-west-2,AS16509,operational,down,155,1
2026-03-31 23:26:54.959962,search,Azure,us-central1,AS8075,degraded,down,242,1
2026-03-31 23:26:55.959962,orders,Azure,us-east-1,AS16509,degraded,unstable,130,0
2026-03-31 23:26:56.959962,search,GCP,eastus,AS16509,degraded,down,142,1
2026-03-31 23:26:57.959962,orders,AWS,us-east-1,AS15169,operational,stable,360,0
2026-03-31 23:26:58.959962,payments,AWS,us-east-1,AS16509,degraded,down,371,1
2026-03-31 23:26:59.959962,analytics,Azure,us-central1,AS8075,operational,stable,154,0
2026-03-31 23:27:00.959962,payments,Azure,us-east-1,AS8075,down,stable,270,1
2026-03-31 23:27:01.959962,orders,Azure,us-west-2,AS16509,down,stable,459,1
2026-03-31 23:27:02.959962,orders,AWS,us-central1,AS16509,operational,stable,440,1
2026-03-31 23:27:03.959962,auth,GCP,us-west-2,AS16509,down,stable,111,1
2026-03-31 23:27:04.959962,orders,Azure,us-west-2,AS16509,down,down,225,1
2026-03-31 23:27:05.959962,payments,AWS,us-east-1,AS16509,down,down,481,1
2026-03-31 23:27:06.959962,auth,GCP,us-west-2,AS16509,operational,down,181,1
2026-03-31 23:27:07.959962,orders,Azure,us-central1,AS15169,operational,stable,393,0
2026-03-31 23:27:08.959962,orders,Azure,us-central1,AS16509,operational,stable,404,1
2026-03-31 23:27:09.959962,orders,Azure,eastus,AS8075,down,unstable,392,1
2026-03-31 23:27:10.959962,analytics,Azure,us-east-1,AS15169,operational,stable,137,0
2026-03-31 23:27:11.959962,search,Azure,us-central1,AS16509,down,down,379,1
